items,8,12,16,20,24,28,32,36,40,44,48,52,56,60,64,68,72,76,80,84,88,92,96,100,104,108,112,116,120
XP-ECE,0.00021677017211914064,0.0005571651458740235,0.001062920093536377,0.001958308219909668,0.0031733107566833496,0.004851634502410889,0.0071760439872741695,0.009395003318786621,0.01320645809173584,0.016672179698944092,0.021172304153442383,0.026531920433044434,0.03261816740036011,0.039410734176635744,0.04844208002090454,0.05558488130569458,0.07004404306411743,0.07840773105621338,0.09010611534118652,0.1019170641899109,0.12193337678909302,0.13369431018829345,0.15262339591979981,0.17271000623703003,0.19198649883270263,0.2140771722793579,0.24303021669387817,0.2687773084640503,0.294214346408844
XP-ECE,7.523354836276762e-05,0.0001313264058905802,0.00012357551797241624,0.00022865169503201354,0.0003587701912752217,0.0006895660280202353,0.00253612847913605,0.0010776104921715244,0.005522600502759618,0.002309636291138603,0.002599980162591565,0.008106804894616456,0.004368056740123172,0.005191140271289967,0.010371514333760875,0.007610842890410599,0.013977107161757651,0.010982600988969702,0.015751426143530603,0.012916523155172157,0.023212014109193362,0.0223240710782418,0.02265093744906794,0.02862750075480278,0.0322712677961429,0.03218604899226564,0.040567487986443815,0.04340179003703509,0.04762968564024602
Envy-Cycle Elimination,0.00020195722579956056,0.0003730344772338867,0.0005759263038635254,0.0008659172058105469,0.0012114953994750977,0.002151193618774414,0.0019791436195373533,0.002459375858306885,0.0031136465072631836,0.0035419559478759768,0.0041866588592529294,0.004908437728881836,0.005591518878936767,0.0063757944107055665,0.007298467159271241,0.008182971477508546,0.009117133617401123,0.010067248344421386,0.011085350513458252,0.012287335395812988,0.013850414752960205,0.014497394561767579,0.01567781686782837,0.017053892612457277,0.01845973014831543,0.019993979930877686,0.02122652530670166,0.022665116786956787,0.024610700607299803
Envy-Cycle Elimination,8.824617407300199e-05,8.1727877356213e-05,7.440092253744302e-05,0.00010484728939765523,0.0001535680803511297,0.005879175339579102,0.00017046147660402898,0.00018007135044375354,0.0011163879526082069,0.00019929460487112178,0.00029276814871264056,0.00026723051644258507,0.00025523154758396734,0.00027446354149288576,0.00038756629533149233,0.00031032756355928013,0.0006248862889710631,0.000436710775070665,0.0005105147622628506,0.0007803840714190499,0.004362165900554423,0.0006492587548178222,0.00044236783315092546,0.0005077379170488103,0.0012565942754268185,0.001977451204076572,0.000608827610191336,0.0005545016277377111,0.0018049932131828591
Draft-and-Eliminate,0.00021203756332397461,0.00038465976715087893,0.000578453540802002,0.0008155059814453125,0.0011364579200744628,0.0015192198753356933,0.0018843150138854981,0.00232926607131958,0.002847445011138916,0.0033844947814941407,0.004002420902252197,0.004590353965759277,0.005325114727020264,0.0060475754737854,0.006812255382537841,0.007725405693054199,0.008607020378112793,0.009461174011230469,0.010405843257904052,0.011501007080078125,0.012610876560211181,0.013677639961242676,0.014779386520385742,0.016421844959259035,0.017340571880340577,0.018520946502685546,0.02107527256011963,0.021270129680633545,0.02290586233139038
Draft-and-Eliminate,6.378019516356703e-05,7.75265498263501e-05,8.997286231531456e-05,5.759078116895527e-05,9.225355064285493e-05,0.00015618337722397401,0.0001423152827793421,0.0001454139028261054,0.00018546111374860756,0.00017202803739386143,0.00022151748903411977,0.0001689450781107089,0.00022250070346987197,0.00029232146940812355,0.0002601586763877729,0.0003573979886646504,0.0005695951321954073,0.0003222079674470475,0.0004541536714833544,0.00042942742513387225,0.0007941649399785156,0.0005091876857637365,0.0005543826892880561,0.00491148279941441,0.0008624998452374732,0.0004559279560126289,0.008136684997456392,0.0005547064849602268,0.001067641533909948
Ordered Picking,0.0003554797172546387,0.0006809449195861817,0.0010801410675048827,0.001666381359100342,0.0023511433601379394,0.003142554759979248,0.004010677337646484,0.005113344192504882,0.006369588375091553,0.007688150405883789,0.00941267490386963,0.011106081008911133,0.012922544479370118,0.015106987953186036,0.01690359115600586,0.019560742378234863,0.022226805686950683,0.024635181427001954,0.028402597904205323,0.030433769226074218,0.035027740001678465,0.038152341842651365,0.04164433479309082,0.04606204748153687,0.05022278785705567,0.05433626651763916,0.05882795333862305,0.06541619300842286,0.06841535806655884
Ordered Picking,0.00014757082574833513,0.0001609077791131736,0.0001655995049049247,0.00021653841533621866,0.0002644551283816387,0.0004198811102437805,0.0004639011795285114,0.0005252520890393527,0.0006892970322979717,0.0007223066002805636,0.0007511208099616447,0.0011117504074375669,0.0010908429527985454,0.0015220241573852525,0.0015495834366767557,0.0020664270361304324,0.0026630837703079013,0.002555373971444975,0.00814423946820689,0.002508939262365533,0.0038627298978241935,0.003201913076717465,0.007680872973497699,0.008052590241905034,0.004582576424931461,0.00894613138552129,0.0053967271693423306,0.011689882894374486,0.006049683896779349
Round-Robin,8.363485336303711e-05,0.00014194011688232423,0.00021686792373657227,0.0003185272216796875,0.00043285369873046875,0.0005759668350219727,0.0007298946380615235,0.000897059440612793,0.001091301441192627,0.001294400691986084,0.0015265154838562012,0.0017633628845214844,0.0020508909225463866,0.0023306989669799804,0.0026632189750671388,0.002951312065124512,0.0033064723014831544,0.0036024904251098634,0.004002397060394287,0.004444384574890136,0.00485407829284668,0.005258893966674805,0.005675158500671387,0.006177608966827393,0.006603021621704102,0.007128341197967529,0.00769648551940918,0.00813251495361328,0.0087349271774292
Round-Robin,3.366080765093527e-05,2.7708121026104702e-05,2.342767719840917e-05,3.893511904666996e-05,3.414116558210046e-05,5.5997287774787526e-05,7.328588453778557e-05,8.171790047857722e-05,0.00010057623470671077,7.609278187221376e-05,0.00013453401669799602,0.00010260372113626533,0.00012986735428979244,0.00015226872495218967,0.0002100392998846362,0.0002291537882035584,0.00020246520441930858,0.00017002423358414526,0.00024306989137288945,0.00026581963133547585,0.0005458939577150738,0.00022694227346653156,0.00022058493952908787,0.00035305128951193803,0.00025877075609228564,0.00024561374779551165,0.00030668035483317764,0.00023985778847805897,0.00033853900199528215
